asin,category_tree_path,category_name,category_level
B0FWGL23F8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0FWGL23F8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0FWGL23F8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0FWGL23F8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0FWGL23F8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0FWFYVMSS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0FWFYVMSS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0FWFYVMSS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0FWFYVMSS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0FWFYVMSS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0FWGVH8WQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0FWGVH8WQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0FWGVH8WQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0FWGVH8WQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0FWGVH8WQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0FWGK7F8L,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0FWGK7F8L,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0FWGK7F8L,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0FWGK7F8L,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0FWGK7F8L,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0FWG9TCRQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0FWG9TCRQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0FWG9TCRQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0FWG9TCRQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0FWG9TCRQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0FWGL23F7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0FWGL23F7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0FWGL23F7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0FWGL23F7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0FWGL23F7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B07N1TZS7P,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B07N1TZS7P,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B07N1TZS7P,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B07N1TZS7P,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B07N1TZS7P,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0D9WV73PH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0D9WV73PH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0D9WV73PH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0D9WV73PH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0D9WV73PH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DY95P5RV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DY95P5RV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DY95P5RV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DY95P5RV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DY95P5RV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DDZH85XN,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DDZH85XN,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DDZH85XN,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DDZH85XN,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DDZH85XN,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0F3BLZ2L7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0F3BLZ2L7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0F3BLZ2L7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0F3BLZ2L7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0F3BLZ2L7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DDZWVK21,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DDZWVK21,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DDZWVK21,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DDZWVK21,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DDZWVK21,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0FCVPGXD7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0FCVPGXD7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0FCVPGXD7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0FCVPGXD7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0FCVPGXD7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DY9PTCV1,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DY9PTCV1,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DY9PTCV1,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DY9PTCV1,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DY9PTCV1,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0DYF6YH5G,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0DYF6YH5G,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0DYF6YH5G,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0DYF6YH5G,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0DYF6YH5G,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0C1TDWZ4K,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0C1TDWZ4K,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0C1TDWZ4K,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0C1TDWZ4K,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0C1TDWZ4K,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0FCMD8B87,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0FCMD8B87,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0FCMD8B87,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0FCMD8B87,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0FCMD8B87,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B0F1PZTQFJ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Electronics,1
B0F1PZTQFJ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Accessories,2
B0F1PZTQFJ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Computers & Tablets,3
B0F1PZTQFJ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Desktops,4
B0F1PZTQFJ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,Towers",Towers,5
B078YFCMF7,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B078YFCMF7,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B078YFCMF7,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B078YFCMF7,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B07BBWNMZQ,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B07BBWNMZQ,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B07BBWNMZQ,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B07BBWNMZQ,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08NPH29YG,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08NPH29YG,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08NPH29YG,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08NPH29YG,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08R24F37Z,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08R24F37Z,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08R24F37Z,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08R24F37Z,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08NGFCLMW,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08NGFCLMW,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08NGFCLMW,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08NGFCLMW,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08S78PLRG,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08S78PLRG,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08S78PLRG,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08S78PLRG,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08RSCFBML,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08RSCFBML,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08RSCFBML,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08RSCFBML,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B097Z8D329,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B097Z8D329,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B097Z8D329,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B097Z8D329,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08NQ1S3BY,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08NQ1S3BY,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08NQ1S3BY,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08NQ1S3BY,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08TRNVCV8,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08TRNVCV8,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08TRNVCV8,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08TRNVCV8,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08MSN18V8,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08MSN18V8,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08MSN18V8,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08MSN18V8,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08N6T81FB,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08N6T81FB,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08N6T81FB,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08N6T81FB,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08MFRQF5C,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08MFRQF5C,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08MFRQF5C,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08MFRQF5C,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08R7PN4LG,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08R7PN4LG,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08R7PN4LG,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08R7PN4LG,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08MDNM284,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08MDNM284,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08MDNM284,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08MDNM284,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08NTTLSF3,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08NTTLSF3,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08NTTLSF3,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08NTTLSF3,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08NPTD73S,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08NPTD73S,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08NPTD73S,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08NPTD73S,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08ZNKZSJ6,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08ZNKZSJ6,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08ZNKZSJ6,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08ZNKZSJ6,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08P6TVN58,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08P6TVN58,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08P6TVN58,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08P6TVN58,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08PF8HCDJ,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08PF8HCDJ,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08PF8HCDJ,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08PF8HCDJ,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08SZ4X379,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08SZ4X379,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08SZ4X379,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08SZ4X379,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B08TX75ML9,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B08TX75ML9,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B08TX75ML9,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B08TX75ML9,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
B07G9QNT6P,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Electronics,1
B07G9QNT6P,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Accessories,2
B07G9QNT6P,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Computers & Tablets,3
B07G9QNT6P,"Electronics,Computers & Accessories,Computers & Tablets,Tablets",Tablets,4
